ID,Nama,Kelas,Al_Quran_Iqro,Hafalan_Surat_Pendek,Hafalan_Doa,Hafalan_Ayat_Pilihan,Bahasa_Arab,Bahasa_Inggris,Khat_Menulis,Menggambar_Mewarnai,Jasmani_Kesehatan,Kreativitas_Keaktifan,Ulumul_Quran,Kemampuan_Berbahasa,Rata_Rata,Kategori
581,Siswa_581,I.2,51,59,54,56,62,45,40,50,54,45,59,55,52.5,BB
582,Siswa_582,I.4,67,70,67,68,60,61,55,60,68,61,60,62,63.25,MB
583,Siswa_583,I.1,51,42,49,44,50,46,38,55,43,52,49,54,47.75,BB
584,Siswa_584,I.2,73,78,82,75,81,81,80,86,78,81,76,79,79.16666666666667,BSH
585,Siswa_585,I.4,79,69,82,70,76,71,73,75,77,69,75,80,74.66666666666667,BSH
586,Siswa_586,I.3,74,77,70,74,71,72,77,77,81,78,83,76,75.83333333333333,BSH
587,Siswa_587,I.4,47,47,52,47,43,44,38,46,48,62,51,55,48.333333333333336,BB
588,Siswa_588,I.3,90,95,84,95,95,82,92,88,98,88,91,93,90.91666666666667,BSB
589,Siswa_589,I.4,60,53,39,43,64,43,41,44,59,45,43,51,48.75,BB
590,Siswa_590,I.2,94,92,88,96,99,93,91,88,86,90,88,84,90.75,BSB
591,Siswa_591,I.3,45,46,62,52,44,55,35,41,50,44,59,48,48.416666666666664,BB
592,Siswa_592,I.5,79,78,74,80,79,72,76,83,79,79,80,81,78.33333333333333,BSH
593,Siswa_593,I.2,96,85,86,91,93,94,98,88,98,96,100,100,93.75,BSB
594,Siswa_594,I.5,94,80,89,98,97,84,100,93,89,98,89,100,92.58333333333333,BSB
595,Siswa_595,I.2,53,40,44,58,57,59,51,54,57,56,52,46,52.25,BB
596,Siswa_596,I.3,64,65,68,60,69,71,66,67,63,64,65,60,65.16666666666667,MB
597,Siswa_597,I.2,83,71,88,77,81,79,81,79,81,84,77,84,80.41666666666667,BSH
598,Siswa_598,I.2,49,57,59,51,48,55,49,57,58,59,54,55,54.25,BB
599,Siswa_599,I.3,76,79,71,84,69,80,75,71,72,77,72,75,75.08333333333333,BSH
600,Siswa_600,I.1,85,74,85,72,78,79,86,75,81,89,78,85,80.58333333333333,BSH
601,Siswa_601,I.5,61,41,42,50,37,52,41,43,58,57,43,43,47.333333333333336,BB
602,Siswa_602,I.3,62,71,61,57,61,62,67,67,57,60,73,71,64.08333333333333,MB
603,Siswa_603,I.5,65,66,64,57,65,61,61,66,61,56,69,63,62.833333333333336,MB
604,Siswa_604,I.4,64,65,63,65,59,69,69,74,60,58,66,71,65.25,MB
605,Siswa_605,I.5,89,84,86,91,94,86,81,100,100,86,98,94,90.75,BSB
606,Siswa_606,I.2,56,63,65,61,62,65,74,71,61,67,70,64,64.91666666666667,MB
607,Siswa_607,I.3,66,60,57,55,64,61,70,56,64,69,64,68,62.833333333333336,MB
608,Siswa_608,I.2,60,60,63,64,67,61,65,68,67,65,65,69,64.5,MB
609,Siswa_609,I.4,64,61,69,73,65,61,64,59,67,58,71,63,64.58333333333333,MB
610,Siswa_610,I.2,45,39,45,46,46,50,42,46,43,62,55,40,46.583333333333336,BB
611,Siswa_611,I.3,88,94,95,84,94,88,100,86,100,99,89,99,93.0,BSB
612,Siswa_612,I.5,78,83,71,73,76,77,72,80,77,76,87,77,77.25,BSH
613,Siswa_613,I.2,93,92,89,95,84,94,91,100,94,95,97,90,92.83333333333333,BSB
614,Siswa_614,I.3,89,94,86,100,97,93,92,82,91,92,100,95,92.58333333333333,BSB
615,Siswa_615,I.1,94,94,93,100,84,97,96,92,95,97,98,94,94.5,BSB
616,Siswa_616,I.5,95,86,100,94,92,93,96,100,92,92,100,92,94.33333333333333,BSB
617,Siswa_617,I.5,84,74,79,69,72,86,74,84,71,78,76,68,76.25,BSH
618,Siswa_618,I.1,58,57,62,71,65,69,74,66,56,65,65,63,64.25,MB
619,Siswa_619,I.3,57,56,59,60,68,57,68,65,66,63,67,60,62.166666666666664,MB
620,Siswa_620,I.2,93,84,89,91,84,88,88,81,89,93,98,100,89.83333333333333,BSB
621,Siswa_621,I.5,46,60,58,54,42,46,46,51,52,56,50,49,50.833333333333336,BB
622,Siswa_622,I.3,76,75,75,72,71,82,73,73,86,77,70,76,75.5,BSH
623,Siswa_623,I.2,85,100,84,99,83,93,99,98,98,92,97,84,92.66666666666667,BSB
624,Siswa_624,I.3,92,100,89,84,88,100,95,99,93,92,86,99,93.08333333333333,BSB
625,Siswa_625,I.1,45,58,56,56,45,61,40,48,54,55,54,44,51.333333333333336,BB
626,Siswa_626,I.1,69,64,70,59,65,69,57,66,59,68,63,61,64.16666666666667,MB
627,Siswa_627,I.1,82,73,86,82,76,75,76,78,74,73,71,83,77.41666666666667,BSH
628,Siswa_628,I.1,49,51,57,56,54,49,47,48,61,48,48,59,52.25,BB
629,Siswa_629,I.3,75,76,77,79,73,80,77,84,88,72,79,75,77.91666666666667,BSH
630,Siswa_630,I.3,50,55,41,56,40,60,47,47,54,54,51,43,49.833333333333336,BB
631,Siswa_631,I.5,70,80,79,75,80,72,84,78,85,84,80,85,79.33333333333333,BSH
632,Siswa_632,I.3,59,46,43,49,53,44,45,48,50,48,37,56,48.166666666666664,BB
633,Siswa_633,I.1,100,87,100,87,96,95,100,88,99,81,95,82,92.5,BSB
634,Siswa_634,I.4,76,71,76,79,78,81,72,79,76,78,79,75,76.66666666666667,BSH
635,Siswa_635,I.3,58,38,61,37,59,45,59,51,57,50,43,45,50.25,BB
636,Siswa_636,I.5,43,54,36,46,51,47,50,50,52,50,51,48,48.166666666666664,BB
637,Siswa_637,I.4,82,73,66,79,79,79,80,76,80,82,78,76,77.5,BSH
638,Siswa_638,I.4,58,50,43,49,51,39,41,43,51,51,56,53,48.75,BB
639,Siswa_639,I.1,75,80,80,74,75,87,76,83,84,69,78,77,78.16666666666667,BSH
640,Siswa_640,I.1,48,38,45,52,50,63,35,61,37,54,57,49,49.083333333333336,BB
641,Siswa_641,I.2,79,77,73,81,86,69,84,79,82,72,83,78,78.58333333333333,BSH
642,Siswa_642,I.4,53,58,56,55,55,55,37,55,45,59,37,37,50.166666666666664,BB
643,Siswa_643,I.5,51,55,48,59,52,58,50,52,52,46,52,63,53.166666666666664,BB
644,Siswa_644,I.4,72,74,64,69,70,62,60,67,70,66,56,70,66.66666666666667,MB
645,Siswa_645,I.2,95,83,92,90,94,86,93,97,100,88,91,93,91.83333333333333,BSB
646,Siswa_646,I.1,91,97,84,98,90,98,93,100,93,89,100,100,94.41666666666667,BSB
647,Siswa_647,I.4,93,90,89,86,95,85,100,94,89,100,84,90,91.25,BSB
648,Siswa_648,I.2,69,87,84,82,75,68,74,68,72,79,81,71,75.83333333333333,BSH
649,Siswa_649,I.4,62,62,61,55,71,73,70,69,73,64,62,67,65.75,MB
650,Siswa_650,I.5,93,97,94,87,100,97,95,100,89,95,97,98,95.16666666666667,BSB
651,Siswa_651,I.4,80,72,79,80,70,76,73,69,83,80,85,79,77.16666666666667,BSH
652,Siswa_652,I.4,46,40,48,52,50,55,54,60,42,59,53,56,51.25,BB
653,Siswa_653,I.3,79,72,82,75,75,77,72,78,88,76,73,81,77.33333333333333,BSH
654,Siswa_654,I.2,63,60,68,64,67,67,66,68,65,70,64,71,66.08333333333333,MB
655,Siswa_655,I.3,51,60,61,46,53,45,58,46,36,52,56,56,51.666666666666664,BB
656,Siswa_656,I.4,52,62,39,61,46,60,55,44,43,41,44,43,49.166666666666664,BB
657,Siswa_657,I.2,37,39,48,47,51,45,55,44,42,52,55,55,47.5,BB
658,Siswa_658,I.1,45,51,44,61,37,53,44,46,55,58,51,61,50.5,BB
659,Siswa_659,I.1,58,68,64,73,59,64,72,62,68,56,66,67,64.75,MB
660,Siswa_660,I.1,45,55,42,60,52,48,52,45,53,43,43,43,48.416666666666664,BB
661,Siswa_661,I.4,60,56,72,55,68,61,63,57,62,62,57,69,61.833333333333336,MB
662,Siswa_662,I.2,79,79,79,72,79,72,80,86,82,77,75,80,78.33333333333333,BSH
663,Siswa_663,I.5,42,45,50,50,38,62,52,41,52,44,47,57,48.333333333333336,BB
664,Siswa_664,I.1,90,100,95,91,92,87,100,96,95,100,94,96,94.66666666666667,BSB
665,Siswa_665,I.2,85,87,88,100,96,98,96,94,94,99,92,91,93.33333333333333,BSB
666,Siswa_666,I.4,58,40,53,61,49,56,62,40,51,41,51,60,51.833333333333336,BB
667,Siswa_667,I.4,90,97,94,98,88,85,95,98,93,97,95,100,94.16666666666667,BSB
668,Siswa_668,I.1,59,41,55,51,38,40,50,54,55,43,46,57,49.083333333333336,BB
669,Siswa_669,I.2,92,95,92,86,99,97,92,85,82,95,89,87,90.91666666666667,BSB
670,Siswa_670,I.3,53,54,51,53,38,43,52,44,51,44,52,56,49.25,BB
671,Siswa_671,I.1,83,82,76,82,81,69,73,72,84,74,74,77,77.25,BSH
672,Siswa_672,I.4,46,45,51,57,45,53,47,49,50,45,42,42,47.666666666666664,BB
673,Siswa_673,I.2,95,83,93,85,97,82,86,90,85,85,93,85,88.25,BSB
674,Siswa_674,I.1,54,47,50,52,46,60,59,51,44,51,55,57,52.166666666666664,BB
675,Siswa_675,I.1,56,52,47,44,39,61,43,53,55,49,43,46,49.0,BB
676,Siswa_676,I.1,57,50,60,44,42,39,54,49,40,40,55,47,48.083333333333336,BB
677,Siswa_677,I.2,91,88,91,91,98,100,90,87,98,94,100,99,93.91666666666667,BSB
678,Siswa_678,I.1,82,70,70,75,84,78,72,81,75,86,77,80,77.5,BSH
679,Siswa_679,I.2,67,65,58,62,58,69,60,61,61,65,59,58,61.916666666666664,MB
680,Siswa_680,I.3,84,70,78,86,75,81,78,76,72,72,82,79,77.75,BSH
681,Siswa_681,I.5,81,79,67,78,74,74,76,73,74,79,72,75,75.16666666666667,BSH
682,Siswa_682,I.2,91,86,90,80,98,89,100,100,90,88,92,97,91.75,BSB
683,Siswa_683,I.5,70,69,73,69,80,76,71,77,68,86,73,73,73.75,BSH
684,Siswa_684,I.4,42,59,64,57,57,51,45,48,51,47,44,41,50.5,BB
685,Siswa_685,I.5,68,67,67,63,62,63,67,59,60,67,60,63,63.833333333333336,MB
686,Siswa_686,I.5,83,81,77,79,85,78,76,74,79,74,69,80,77.91666666666667,BSH
687,Siswa_687,I.4,75,78,75,74,85,70,73,81,69,80,75,73,75.66666666666667,BSH
688,Siswa_688,I.5,73,72,84,86,76,82,79,66,73,77,73,78,76.58333333333333,BSH
689,Siswa_689,I.4,67,57,58,56,62,67,71,66,72,64,62,58,63.333333333333336,MB
690,Siswa_690,I.3,59,66,71,66,69,64,66,64,58,63,60,59,63.75,MB
691,Siswa_691,I.3,80,76,74,80,73,88,78,71,67,75,73,78,76.08333333333333,BSH
692,Siswa_692,I.4,57,50,60,52,42,41,51,54,54,60,42,48,50.916666666666664,BB
693,Siswa_693,I.3,70,63,64,58,57,63,69,63,63,63,67,71,64.25,MB
694,Siswa_694,I.3,89,95,91,93,99,100,96,84,85,92,100,94,93.16666666666667,BSB
695,Siswa_695,I.2,57,47,53,55,56,52,40,53,50,47,52,46,50.666666666666664,BB
696,Siswa_696,I.1,71,61,58,65,70,72,60,63,59,60,60,69,64.0,MB
697,Siswa_697,I.3,69,58,61,67,62,61,65,65,71,70,63,65,64.75,MB
698,Siswa_698,I.2,58,61,52,49,46,55,50,50,53,50,47,44,51.25,BB
699,Siswa_699,I.5,85,88,93,87,99,89,98,87,89,96,95,84,90.83333333333333,BSB
700,Siswa_700,I.3,56,65,64,61,61,65,65,67,66,63,65,63,63.416666666666664,MB
701,Siswa_701,I.5,67,68,64,64,57,63,62,70,63,72,67,62,64.91666666666667,MB
702,Siswa_702,I.5,68,64,67,68,67,65,63,61,57,60,58,63,63.416666666666664,MB
703,Siswa_703,I.3,91,85,100,92,87,92,97,94,91,97,91,91,92.33333333333333,BSB
704,Siswa_704,I.2,92,100,84,95,82,90,82,86,100,83,92,94,90.0,BSB
705,Siswa_705,I.5,65,69,69,62,62,73,66,61,71,61,56,61,64.66666666666667,MB
706,Siswa_706,I.1,94,90,84,92,89,97,94,96,91,97,95,86,92.08333333333333,BSB
707,Siswa_707,I.2,70,65,62,62,62,64,59,66,63,62,67,67,64.08333333333333,MB
708,Siswa_708,I.5,86,100,82,91,100,93,88,97,92,91,94,100,92.83333333333333,BSB
709,Siswa_709,I.5,87,100,92,86,90,99,84,100,96,90,89,86,91.58333333333333,BSB
710,Siswa_710,I.2,69,67,66,58,65,65,57,73,67,61,58,73,64.91666666666667,MB
711,Siswa_711,I.4,63,56,65,65,68,68,59,69,63,68,73,62,64.91666666666667,MB
712,Siswa_712,I.2,63,70,63,62,66,62,68,59,74,66,65,63,65.08333333333333,MB
713,Siswa_713,I.3,54,53,41,37,45,43,36,51,45,47,46,56,46.166666666666664,BB
714,Siswa_714,I.3,100,90,89,100,88,94,98,100,89,98,99,99,95.33333333333333,BSB
715,Siswa_715,I.4,42,48,47,52,41,44,47,53,49,55,44,47,47.416666666666664,BB
716,Siswa_716,I.2,71,76,86,83,71,76,71,72,73,78,77,78,76.0,BSH
717,Siswa_717,I.3,66,73,64,67,66,70,64,60,63,67,57,66,65.25,MB
718,Siswa_718,I.3,95,99,86,100,92,94,99,98,100,99,100,97,96.58333333333333,BSB
719,Siswa_719,I.1,39,38,43,62,47,52,52,53,53,44,64,51,49.833333333333336,BB
720,Siswa_720,I.5,100,100,94,100,92,89,94,81,82,100,89,96,93.08333333333333,BSB
721,Siswa_721,I.3,57,44,47,44,54,56,48,53,48,48,53,58,50.833333333333336,BB
722,Siswa_722,I.5,68,77,83,74,71,73,72,78,72,81,71,82,75.16666666666667,BSH
723,Siswa_723,I.3,62,72,66,60,69,57,62,66,68,68,68,62,65.0,MB
724,Siswa_724,I.2,83,82,69,87,75,68,77,73,74,75,76,82,76.75,BSH
725,Siswa_725,I.2,99,89,87,100,100,95,84,89,95,89,100,94,93.41666666666667,BSB
726,Siswa_726,I.4,81,77,75,85,74,72,76,72,83,75,76,75,76.75,BSH
727,Siswa_727,I.5,71,76,83,87,82,76,80,83,81,75,65,85,78.66666666666667,BSH
728,Siswa_728,I.1,67,66,61,63,64,65,67,58,62,64,65,68,64.16666666666667,MB
729,Siswa_729,I.5,61,56,60,66,64,56,63,65,66,59,70,58,62.0,MB
730,Siswa_730,I.1,89,95,100,97,100,83,95,94,80,90,87,91,91.75,BSB
731,Siswa_731,I.2,61,42,47,37,46,53,52,50,60,42,56,53,49.916666666666664,BB
732,Siswa_732,I.2,74,80,81,70,83,77,79,69,78,68,84,67,75.83333333333333,BSH
733,Siswa_733,I.2,66,68,61,66,58,56,63,59,71,68,73,70,64.91666666666667,MB
734,Siswa_734,I.4,83,92,93,93,94,97,93,99,92,97,92,92,93.08333333333333,BSB
735,Siswa_735,I.5,88,92,98,98,89,86,100,88,98,95,87,95,92.83333333333333,BSB
736,Siswa_736,I.2,49,44,42,53,50,49,48,46,37,51,54,63,48.833333333333336,BB
737,Siswa_737,I.1,54,46,58,52,46,37,52,56,50,39,45,39,47.833333333333336,BB
738,Siswa_738,I.2,82,71,81,81,83,78,68,78,73,81,82,79,78.08333333333333,BSH
739,Siswa_739,I.4,62,57,67,58,67,71,73,63,71,61,64,67,65.08333333333333,MB
740,Siswa_740,I.1,46,56,53,57,51,51,54,62,48,45,43,58,52.0,BB
741,Siswa_741,I.1,73,61,57,64,60,61,60,70,60,63,68,62,63.25,MB
742,Siswa_742,I.3,90,94,95,90,83,98,89,84,96,90,94,93,91.33333333333333,BSB
743,Siswa_743,I.2,61,56,55,57,50,51,62,39,58,55,55,58,54.75,BB
744,Siswa_744,I.4,45,53,58,47,47,59,55,47,50,44,61,37,50.25,BB
745,Siswa_745,I.2,63,65,64,65,63,74,56,71,63,66,73,71,66.16666666666667,MB
746,Siswa_746,I.5,47,46,41,62,37,44,45,45,44,46,36,42,44.583333333333336,BB
747,Siswa_747,I.5,62,58,68,65,66,72,61,66,66,65,64,61,64.5,MB
748,Siswa_748,I.3,62,70,65,67,61,66,63,64,65,64,55,60,63.5,MB
749,Siswa_749,I.1,87,98,97,87,81,96,97,95,91,93,100,100,93.5,BSB
750,Siswa_750,I.5,60,66,69,65,55,63,63,66,59,64,65,59,62.833333333333336,MB
751,Siswa_751,I.5,66,64,62,69,68,59,64,71,65,72,67,64,65.91666666666667,MB
752,Siswa_752,I.2,49,44,41,50,60,58,35,54,49,53,53,51,49.75,BB
753,Siswa_753,I.1,90,87,96,93,80,98,87,91,91,95,84,98,90.83333333333333,BSB
754,Siswa_754,I.5,76,83,75,86,83,83,85,73,79,80,85,76,80.33333333333333,BSH
755,Siswa_755,I.3,93,100,86,91,90,84,93,97,88,82,91,96,90.91666666666667,BSB
756,Siswa_756,I.3,64,70,66,60,57,65,66,65,68,68,59,62,64.16666666666667,MB
757,Siswa_757,I.1,67,60,64,67,67,61,69,67,56,68,66,59,64.25,MB
758,Siswa_758,I.4,45,62,44,55,52,49,58,45,53,47,45,54,50.75,BB
759,Siswa_759,I.2,72,77,85,74,82,84,79,79,84,78,76,77,78.91666666666667,BSH
760,Siswa_760,I.4,53,47,49,46,51,57,55,45,44,39,62,50,49.833333333333336,BB
761,Siswa_761,I.2,62,66,64,64,63,65,65,67,60,67,63,71,64.75,MB
762,Siswa_762,I.1,43,50,51,49,51,36,52,58,63,60,36,47,49.666666666666664,BB
763,Siswa_763,I.4,84,73,66,80,80,74,67,72,80,68,81,79,75.33333333333333,BSH
764,Siswa_764,I.4,74,78,77,72,83,78,79,79,74,73,69,82,76.5,BSH
765,Siswa_765,I.4,90,89,89,100,100,91,92,97,95,91,96,100,94.16666666666667,BSB
766,Siswa_766,I.4,63,65,69,70,60,58,63,69,66,56,64,61,63.666666666666664,MB
767,Siswa_767,I.4,74,81,84,73,81,83,71,77,72,67,69,83,76.25,BSH
768,Siswa_768,I.1,82,69,75,76,76,83,81,75,87,71,72,81,77.33333333333333,BSH
769,Siswa_769,I.1,83,87,73,74,72,71,68,78,84,80,80,75,77.08333333333333,BSH
770,Siswa_770,I.1,66,66,63,68,58,61,58,61,65,65,73,61,63.75,MB
771,Siswa_771,I.4,69,64,64,64,64,57,59,63,59,61,63,55,61.833333333333336,MB
772,Siswa_772,I.5,79,76,66,72,87,80,69,72,85,76,81,81,77.0,BSH
773,Siswa_773,I.1,77,75,88,75,83,66,70,76,70,78,77,83,76.5,BSH
774,Siswa_774,I.3,48,54,59,44,49,36,56,56,54,51,57,61,52.083333333333336,BB
775,Siswa_775,I.5,83,93,85,91,94,90,97,93,93,95,85,85,90.33333333333333,BSB
776,Siswa_776,I.2,85,80,86,81,81,80,76,84,84,69,77,70,79.41666666666667,BSH
777,Siswa_777,I.1,43,48,43,60,56,45,49,51,41,57,52,57,50.166666666666664,BB
778,Siswa_778,I.1,71,59,64,71,66,70,62,64,72,69,70,68,67.16666666666667,MB
779,Siswa_779,I.2,73,68,68,74,62,61,63,63,65,57,69,69,66.0,MB
780,Siswa_780,I.1,76,71,85,71,73,65,75,76,78,70,76,81,74.75,BSH
781,Siswa_781,I.1,60,66,70,62,63,65,70,74,60,65,57,71,65.25,MB
782,Siswa_782,I.4,82,92,96,86,95,97,94,90,84,85,84,95,90.0,BSB
783,Siswa_783,I.2,100,87,91,87,99,84,93,87,84,89,94,87,90.16666666666667,BSB
784,Siswa_784,I.4,73,72,68,72,74,74,68,69,74,80,75,73,72.66666666666667,BSH
785,Siswa_785,I.5,80,71,71,74,79,84,75,80,82,81,66,83,77.16666666666667,BSH
786,Siswa_786,I.4,100,86,96,90,90,98,91,88,84,83,87,94,90.58333333333333,BSB
787,Siswa_787,I.1,58,64,60,66,62,67,65,61,60,69,64,63,63.25,MB
788,Siswa_788,I.5,58,53,49,49,50,44,43,54,48,56,52,41,49.75,BB
789,Siswa_789,I.1,49,59,44,40,45,53,47,41,42,58,36,50,47.0,BB
790,Siswa_790,I.1,71,72,76,71,69,77,75,81,71,80,79,76,74.83333333333333,BSH
791,Siswa_791,I.2,57,60,47,58,45,60,49,50,47,53,46,55,52.25,BB
792,Siswa_792,I.5,59,62,63,61,61,65,68,66,66,67,63,58,63.25,MB
793,Siswa_793,I.5,45,53,58,52,45,46,48,41,40,43,52,54,48.083333333333336,BB
794,Siswa_794,I.3,72,57,67,66,70,67,64,64,64,64,63,59,64.75,MB
795,Siswa_795,I.4,43,39,44,52,48,37,50,39,58,41,51,61,46.916666666666664,BB
796,Siswa_796,I.1,53,52,46,50,53,45,48,37,57,53,62,43,49.916666666666664,BB
797,Siswa_797,I.3,68,77,71,82,86,80,72,77,83,81,85,82,78.66666666666667,BSH
798,Siswa_798,I.1,69,64,66,58,60,66,59,55,70,68,63,71,64.08333333333333,MB
799,Siswa_799,I.1,86,88,94,91,89,100,93,93,88,100,98,99,93.25,BSB
800,Siswa_800,I.5,76,82,75,89,69,88,74,80,83,79,79,84,79.83333333333333,BSH
801,Siswa_801,I.1,66,75,76,80,81,78,79,74,78,67,84,70,75.66666666666667,BSH
802,Siswa_802,I.2,46,57,58,47,49,43,43,44,56,62,59,53,51.416666666666664,BB
803,Siswa_803,I.4,45,54,52,41,47,42,53,42,56,49,58,54,49.416666666666664,BB
804,Siswa_804,I.2,83,77,75,68,81,77,75,81,66,79,76,72,75.83333333333333,BSH
805,Siswa_805,I.4,100,92,91,98,90,100,89,89,93,100,91,99,94.33333333333333,BSB
806,Siswa_806,I.3,73,71,66,86,74,84,69,73,70,69,72,77,73.66666666666667,BSH
807,Siswa_807,I.3,43,41,45,52,55,45,47,57,44,44,56,46,47.916666666666664,BB
808,Siswa_808,I.2,55,54,50,60,47,40,38,47,52,39,49,45,48.0,BB
809,Siswa_809,I.5,62,71,68,65,72,64,61,61,67,65,71,72,66.58333333333333,MB
810,Siswa_810,I.4,41,45,42,52,42,43,52,53,61,41,36,42,45.833333333333336,BB
811,Siswa_811,I.2,86,100,88,92,95,84,90,94,89,89,100,86,91.08333333333333,BSB
812,Siswa_812,I.4,81,79,75,67,77,81,78,81,68,75,77,73,76.0,BSH
813,Siswa_813,I.3,86,95,89,97,85,97,96,100,89,85,86,91,91.33333333333333,BSB
814,Siswa_814,I.2,46,53,52,56,51,42,40,50,48,44,54,42,48.166666666666664,BB
815,Siswa_815,I.3,97,100,100,84,85,100,100,98,97,86,96,91,94.5,BSB
816,Siswa_816,I.3,66,63,62,73,66,62,64,62,72,63,55,63,64.25,MB
817,Siswa_817,I.3,90,93,85,98,91,98,87,93,90,89,100,91,92.08333333333333,BSB
818,Siswa_818,I.4,85,94,94,100,100,91,98,97,87,95,100,98,94.91666666666667,BSB
819,Siswa_819,I.1,64,60,65,67,57,59,55,69,55,67,72,61,62.583333333333336,MB
820,Siswa_820,I.2,100,94,90,91,96,88,90,88,89,92,94,87,91.58333333333333,BSB
821,Siswa_821,I.3,97,96,96,100,100,93,92,88,90,92,100,89,94.41666666666667,BSB
822,Siswa_822,I.4,100,92,90,88,93,92,91,84,91,92,87,90,90.83333333333333,BSB
823,Siswa_823,I.5,62,60,69,72,68,70,63,70,61,64,63,69,65.91666666666667,MB
824,Siswa_824,I.4,51,53,43,59,50,40,44,39,43,39,56,47,47.0,BB
825,Siswa_825,I.2,58,63,63,70,70,63,71,59,66,68,61,65,64.75,MB
826,Siswa_826,I.1,61,65,72,64,69,65,58,60,70,63,61,71,64.91666666666667,MB
827,Siswa_827,I.2,56,55,47,53,50,54,53,40,52,42,51,47,50.0,BB
828,Siswa_828,I.3,54,46,57,53,41,59,42,50,48,63,57,54,52.0,BB
829,Siswa_829,I.1,61,57,62,41,47,64,44,53,51,51,62,42,52.916666666666664,BB
830,Siswa_830,I.2,82,67,81,81,71,71,83,71,84,70,83,74,76.5,BSH
831,Siswa_831,I.5,56,56,49,50,55,49,52,60,39,59,49,43,51.416666666666664,BB
832,Siswa_832,I.3,73,69,74,82,74,70,69,75,77,73,85,73,74.5,BSH
833,Siswa_833,I.5,66,65,65,68,71,70,69,60,68,64,63,56,65.41666666666667,MB
834,Siswa_834,I.2,87,77,81,75,80,77,74,69,66,68,79,77,75.83333333333333,BSH
835,Siswa_835,I.2,87,92,87,96,85,89,98,85,95,80,86,93,89.41666666666667,BSB
836,Siswa_836,I.3,45,46,56,55,57,52,38,54,38,45,42,57,48.75,BB
837,Siswa_837,I.2,55,51,51,48,46,50,52,50,47,39,48,38,47.916666666666664,BB
838,Siswa_838,I.5,81,83,75,74,76,72,76,80,67,73,75,75,75.58333333333333,BSH
839,Siswa_839,I.3,74,70,67,64,60,65,65,60,69,72,66,68,66.66666666666667,MB
840,Siswa_840,I.3,70,61,61,69,59,59,70,55,65,61,64,64,63.166666666666664,MB
841,Siswa_841,I.3,67,63,69,66,64,60,68,64,55,67,72,63,64.83333333333333,MB
842,Siswa_842,I.1,76,77,67,84,80,68,81,79,82,79,70,88,77.58333333333333,BSH
843,Siswa_843,I.4,91,93,99,86,100,90,84,84,88,100,96,97,92.33333333333333,BSB
844,Siswa_844,I.3,86,95,82,100,98,94,88,95,87,92,91,91,91.58333333333333,BSB
845,Siswa_845,I.2,68,78,70,83,79,70,67,80,80,77,76,75,75.25,BSH
846,Siswa_846,I.1,93,85,97,100,93,90,90,85,89,89,97,100,92.33333333333333,BSB
847,Siswa_847,I.1,87,98,85,98,97,93,97,97,97,94,94,99,94.66666666666667,BSB
848,Siswa_848,I.3,65,61,68,69,60,63,60,61,70,65,64,61,63.916666666666664,MB
849,Siswa_849,I.1,91,100,95,84,87,95,86,84,92,85,92,97,90.66666666666667,BSB
850,Siswa_850,I.3,61,59,72,69,62,71,56,58,71,66,71,72,65.66666666666667,MB
851,Siswa_851,I.5,97,91,86,99,82,99,94,97,92,91,99,92,93.25,BSB
852,Siswa_852,I.3,82,70,82,76,74,70,72,73,73,85,81,80,76.5,BSH
853,Siswa_853,I.1,81,76,76,79,72,73,74,88,74,75,72,73,76.08333333333333,BSH
854,Siswa_854,I.5,90,93,84,85,86,98,99,97,92,90,87,80,90.08333333333333,BSB
855,Siswa_855,I.2,64,65,67,62,72,72,60,64,68,65,55,66,65.0,MB
856,Siswa_856,I.1,78,84,66,78,76,75,65,68,73,77,77,73,74.16666666666667,BSH
857,Siswa_857,I.1,95,93,100,94,100,82,84,100,96,92,91,100,93.91666666666667,BSB
858,Siswa_858,I.3,66,60,60,64,59,71,64,65,62,62,70,65,64.0,MB
859,Siswa_859,I.3,97,90,96,82,87,95,99,97,86,92,90,88,91.58333333333333,BSB
860,Siswa_860,I.1,45,57,57,61,43,45,54,59,49,59,46,57,52.666666666666664,BB
861,Siswa_861,I.2,72,84,84,69,80,76,78,74,75,74,73,88,77.25,BSH
862,Siswa_862,I.3,69,61,63,61,61,63,63,70,66,61,69,67,64.5,MB
863,Siswa_863,I.4,89,92,95,100,95,89,82,96,96,92,91,92,92.41666666666667,BSB
864,Siswa_864,I.1,51,48,49,46,51,62,58,47,61,47,53,48,51.75,BB
865,Siswa_865,I.3,61,66,68,62,64,69,67,72,69,65,66,65,66.16666666666667,MB
866,Siswa_866,I.1,51,49,42,44,51,59,60,52,49,43,45,40,48.75,BB
867,Siswa_867,I.3,91,89,97,96,88,97,95,98,91,82,88,99,92.58333333333333,BSB
868,Siswa_868,I.2,61,64,66,65,66,62,58,64,70,57,61,62,63.0,MB
869,Siswa_869,I.1,49,44,48,45,58,45,46,47,60,49,45,54,49.166666666666664,BB
870,Siswa_870,I.4,82,71,75,72,81,69,82,68,81,79,82,71,76.08333333333333,BSH
871,Siswa_871,I.3,91,88,90,91,94,96,84,91,100,89,87,100,91.75,BSB
872,Siswa_872,I.5,100,100,87,96,100,97,100,91,80,84,92,94,93.41666666666667,BSB
873,Siswa_873,I.1,50,43,38,54,55,37,49,44,43,56,48,47,47.0,BB
